,Game Type,Match ID,Tier Average,user,Match Status,Match Duration,Champion Used,K/D/A,Kill Participation,Total CS,Control Wards Bought,User Level,D_spell,F_spell
1532,ARAM,3659651773,None,Fizzi,Victory,17m 25s,Diana,2 / 10 / 20,P/Kill 58%,39 (2.2) CS,0,Level16,Flash,Mark
1533,ARAM,3659587629,None,Fizzi,Victory,20m 24s,Pyke,27 / 7 / 16,P/Kill 80%,22 (1.1) CS,0,Level18,Flash,Mark
1534,ARAM,3659564151,None,Fizzi,Defeat,16m 30s,Nidalee,11 / 11 / 12,P/Kill 68%,28 (1.7) CS,0,Level16,Flash,Mark
1535,ARAM,3659550076,None,Fizzi,Victory,18m 41s,Kha'Zix,20 / 9 / 10,P/Kill 73%,42 (2.2) CS,0,Level18,Flash,Mark
1536,Normal,3659030113,None,Fizzi,Victory,15m 39s,Kai'Sa,5 / 2 / 3,P/Kill 40%,136 (8.7) CS,Control Ward 2,Level10,Flash,Heal
1537,Normal,3658706466,None,Fizzi,Victory,15m 15s,Lucian,5 / 1 / 2,P/Kill 47%,114 (7.5) CS,Control Ward 3,Level9,Flash,Heal
1538,Ranked Solo,3658730052,Grandmaster,Fizzi,Defeat,24m 36s,Nami,2 / 7 / 17,P/Kill 79%,17 (0.7) CS,Control Ward 7,Level10,Flash,Exhaust
1539,Ranked Solo,3658641795,Grandmaster,Fizzi,Victory,25m 59s,Nami,1 / 9 / 21,P/Kill 67%,4 (0.2) CS,Control Ward 11,Level13,Flash,Ignite
1540,Ranked Solo,3658586202,Grandmaster,Fizzi,Defeat,29m 42s,Leona,1 / 10 / 24,P/Kill 69%,33 (1.1) CS,Control Ward 11,Level14,Flash,Ignite
1541,Normal,3658525665,None,Fizzi,Defeat,38m 35s,Leona,3 / 14 / 17,P/Kill 67%,33 (0.9) CS,Control Ward 10,Level14,Flash,Ignite
1542,Normal,3658426575,None,Fizzi,Victory,25m 30s,Nami,5 / 6 / 28,P/Kill 89%,13 (0.5) CS,Control Ward 5,Level13,Flash,Ignite
1543,ARAM,3656667505,None,Fizzi,Victory,17m 31s,Gangplank,18 / 5 / 22,P/Kill 80%,59 (3.4) CS,0,Level18,Flash,Mark
1544,Flex 5:5 Rank,3655724933,Gold 1,Fizzi,Defeat,36m 25s,Lee Sin,14 / 11 / 21,P/Kill 78%,147 (4) CS,Control Ward 12,Level17,Flash,Smite
1545,Flex 5:5 Rank,3655639414,Gold 1,Fizzi,Victory,18m 38s,Nidalee,4 / 7 / 16,P/Kill 45%,107 (5.7) CS,Control Ward 3,Level11,Flash,Smite
1546,Flex 5:5 Rank,3655681505,Gold 1,Fizzi,Victory,22m 32s,Elise,8 / 3 / 10,P/Kill 53%,151 (6.7) CS,Control Ward 3,Level14,Flash,Smite
1547,Flex 5:5 Rank,3655615632,Gold 1,Fizzi,Victory,20m 30s,Graves,4 / 3 / 2,P/Kill 38%,137 (6.7) CS,Control Ward 3,Level11,Ignite,Smite
1548,Normal,3655480325,None,Fizzi,Victory,29m 15s,Camille,4 / 9 / 6,P/Kill 28%,230 (7.9) CS,Control Ward 4,Level17,Flash,Teleport
1549,URF,3647551702,None,Fizzi,Victory,20m 15s,Orianna,8 / 17 / 17,P/Kill 37%,131 (6.5) CS,0,Level19,Flash,Exhaust
1550,Normal,3667610687,None,Hyami LFT,Victory,37m 40s,Camille,31 / 3 / 20,P/Kill 73%,240 (6.4) CS,Control Ward 1,Level18,Flash,Teleport
1551,Ranked Solo,3666466011,Grandmaster,Hyami LFT,Defeat,30m 53s,Zac,7 / 7 / 21,P/Kill 78%,149 (4.8) CS,Control Ward 9,Level15,Flash,Smite
1552,Ranked Solo,3666452914,Master,Hyami LFT,Defeat,26m 12s,Rek'Sai,11 / 10 / 9,P/Kill 59%,142 (5.4) CS,Control Ward 3,Level14,Flash,Smite
1553,Ranked Solo,3666418509,Master,Hyami LFT,Defeat,23m 8s,Kha'Zix,8 / 8 / 5,P/Kill 45%,121 (5.2) CS,Control Ward 1,Level12,Flash,Smite
1554,Ranked Solo,3655953772,Grandmaster,Hyami LFT,Defeat,22m 31s,Rek'Sai,4 / 7 / 1,P/Kill 31%,101 (4.5) CS,Control Ward 4,Level10,Flash,Smite
1555,Ranked Solo,3650489504,Grandmaster,Hyami LFT,Victory,30m 34s,Ekko,8 / 3 / 8,P/Kill 59%,182 (6) CS,Control Ward 6,Level16,Flash,Smite
1556,Ranked Solo,3650512270,Grandmaster,Hyami LFT,Victory,35m 15s,Lillia,5 / 8 / 14,P/Kill 68%,212 (6) CS,Control Ward 5,Level17,Flash,Smite
1557,Ranked Solo,3650450882,Grandmaster,Hyami LFT,Defeat,25m 9s,Gragas,7 / 5 / 9,P/Kill 70%,127 (5) CS,Control Ward 3,Level13,Flash,Smite
1558,Ranked Solo,3650404153,Grandmaster,Hyami LFT,Victory,24m 14s,Rek'Sai,10 / 4 / 8,P/Kill 56%,130 (5.4) CS,Control Ward 7,Level13,Flash,Smite
1559,Ranked Solo,3650326536,Grandmaster,Hyami LFT,Defeat,37m 11s,Gragas,6 / 8 / 17,P/Kill 70%,209 (5.6) CS,Control Ward 8,Level17,Flash,Smite
1560,Ranked Solo,3649122714,Challenger,Hyami LFT,Victory,32m 3s,Ekko,6 / 1 / 7,P/Kill 65%,219 (6.8) CS,Control Ward 8,Level16,Flash,Smite
1561,Ranked Solo,3649120100,Grandmaster,Hyami LFT,Victory,18m 38s,Morgana,3 / 3 / 5,P/Kill 33%,26 (1.4) CS,Control Ward 7,Level9,Flash,Ignite
1562,Ranked Solo,3647544277,Grandmaster,Hyami LFT,Victory,26m 2s,Rek'Sai,4 / 7 / 12,P/Kill 57%,166 (6.4) CS,Control Ward 5,Level14,Flash,Smite
1563,Ranked Solo,3647550819,Challenger,Hyami LFT,Victory,20m 19s,Gragas,5 / 3 / 17,P/Kill 67%,123 (6.1) CS,Control Ward 5,Level12,Flash,Smite
1564,Ranked Solo,3647500891,Grandmaster,Hyami LFT,Defeat,27m 44s,Ekko,11 / 7 / 1,P/Kill 71%,136 (4.9) CS,Control Ward 7,Level13,Flash,Smite
1565,Ranked Solo,3647377506,Challenger,Hyami LFT,Defeat,35m 42s,Gragas,12 / 4 / 7,P/Kill 59%,203 (5.7) CS,Control Ward 10,Level16,Flash,Smite
1566,Ranked Solo,3647383072,Grandmaster,Hyami LFT,Victory,33m 9s,Ekko,14 / 2 / 15,P/Kill 83%,206 (6.2) CS,Control Ward 5,Level18,Flash,Smite
1567,Ranked Solo,3646139564,Grandmaster,Hyami LFT,Victory,43m 56s,Ekko,10 / 10 / 16,P/Kill 65%,236 (5.4) CS,Control Ward 8,Level18,Flash,Smite
1568,Ranked Solo,3644565760,Grandmaster,Hyami LFT,Victory,29m 3s,Hecarim,13 / 5 / 15,P/Kill 76%,202 (7) CS,Control Ward 5,Level16,Ghost,Smite
1569,Ranked Solo,3644542107,Grandmaster,Hyami LFT,Victory,28m 49s,Rek'Sai,10 / 6 / 11,P/Kill 68%,149 (5.2) CS,Control Ward 9,Level15,Flash,Smite
1570,Ranked Solo,3644487334,Grandmaster,Hyami LFT,Defeat,21m 25s,Ekko,3 / 8 / 9,P/Kill 75%,106 (4.9) CS,Control Ward 4,Level11,Flash,Smite
1571,Ranked Solo,3643222968,Challenger,Hyami LFT,Victory,23m 15s,Lillia,5 / 7 / 12,P/Kill 63%,115 (4.9) CS,Control Ward 3,Level12,Flash,Smite
1572,Ranked Solo,3643147911,Challenger,Hyami LFT,Victory,26m 49s,Ekko,9 / 5 / 13,P/Kill 67%,158 (5.9) CS,Control Ward 2,Level14,Flash,Smite
1573,Ranked Solo,3643141893,Grandmaster,Hyami LFT,Victory,25m 53s,Caitlyn,0 / 6 / 6,P/Kill 27%,166 (6.4) CS,Control Ward 1,Level13,Flash,Cleanse
1574,Ranked Solo,3643075030,Grandmaster,Hyami LFT,Defeat,29m 6s,Jarvan IV,4 / 5 / 9,P/Kill 87%,155 (5.3) CS,Control Ward 8,Level13,Flash,Smite
1575,Ranked Solo,3642997168,Grandmaster,Hyami LFT,Defeat,20m 2s,Ekko,1 / 7 / 3,P/Kill 57%,134 (6.7) CS,Control Ward 1,Level11,Flash,Smite
1576,Ranked Solo,3640771716,Grandmaster,Hyami LFT,Defeat,25m 41s,Rek'Sai,4 / 7 / 3,P/Kill 78%,130 (5.1) CS,Control Ward 2,Level12,Flash,Smite
1577,Ranked Solo,3640612623,Master,Hyami LFT,Defeat,53m 4s,Gragas,8 / 6 / 13,P/Kill 51%,313 (5.9) CS,Control Ward 7,Level18,Flash,Smite
1578,Ranked Solo,3640523964,Challenger,Hyami LFT,Victory,27m 56s,Gragas,8 / 4 / 10,P/Kill 60%,191 (6.8) CS,Control Ward 7,Level15,Flash,Smite
1579,Ranked Solo,3640487177,Grandmaster,Hyami LFT,Defeat,24m 13s,Ekko,5 / 8 / 3,P/Kill 80%,148 (6.1) CS,Control Ward 4,Level13,Flash,Smite
1580,Ranked Solo,3640423143,Grandmaster,Hyami LFT,Defeat,34m 16s,Rek'Sai,14 / 8 / 10,P/Kill 80%,204 (6) CS,Control Ward 9,Level17,Flash,Smite
1581,Ranked Solo,3629324504,Grandmaster,Hyami LFT,Victory,23m 9s,Rek'Sai,8 / 1 / 9,P/Kill 57%,160 (6.9) CS,Control Ward 1,Level15,Flash,Smite
1582,Ranked Solo,3629159425,Grandmaster,Hyami LFT,Victory,17m 16s,Rek'Sai,7 / 1 / 3,P/Kill 63%,117 (6.8) CS,Control Ward 6,Level11,Flash,Smite
1583,Ranked Solo,3629143183,Grandmaster,Hyami LFT,Victory,30m 38s,Ekko,7 / 6 / 13,P/Kill 47%,174 (5.7) CS,Control Ward 11,Level16,Flash,Smite
1584,Ranked Solo,3628416646,Grandmaster,Hyami LFT,Victory,27m 53s,Ekko,21 / 2 / 4,P/Kill 63%,184 (6.6) CS,Control Ward 4,Level17,Flash,Smite
1585,Ranked Solo,3628402438,Grandmaster,Hyami LFT,Defeat,22m 10s,Gragas,4 / 6 / 8,P/Kill 100%,130 (5.9) CS,Control Ward 6,Level11,Flash,Smite
1586,Ranked Solo,3628387176,Grandmaster,Hyami LFT,Defeat,22m 14s,Graves,1 / 3 / 7,P/Kill 89%,152 (6.8) CS,Control Ward 4,Level12,Flash,Smite
1587,Ranked Solo,3627150455,Grandmaster,Hyami LFT,Victory,32m 13s,Ekko,15 / 4 / 10,P/Kill 71%,192 (6) CS,Control Ward 6,Level17,Flash,Smite
1588,Ranked Solo,3627076571,Grandmaster,Hyami LFT,Victory,20m 31s,Rek'Sai,14 / 2 / 5,P/Kill 58%,127 (6.2) CS,Control Ward 4,Level13,Flash,Smite
1589,Ranked Solo,3625615636,Challenger,Hyami LFT,Victory,31m 0s,Ekko,10 / 2 / 9,P/Kill 61%,230 (7.4) CS,Control Ward 5,Level17,Flash,Smite
1590,Ranked Solo,3625620542,Grandmaster,Hyami LFT,Defeat,27m 57s,Gragas,2 / 10 / 10,P/Kill 57%,122 (4.4) CS,Control Ward 7,Level13,Flash,Smite
1591,Ranked Solo,3625556323,Grandmaster,Hyami LFT,Victory,20m 3s,Rek'Sai,6 / 2 / 8,P/Kill 41%,113 (5.6) CS,Control Ward 10,Level12,Flash,Smite
1592,Ranked Solo,3624318698,Grandmaster,Hyami LFT,Victory,34m 57s,Gragas,18 / 2 / 7,P/Kill 64%,262 (7.5) CS,Control Ward 8,Level18,Flash,Smite
1593,Ranked Solo,3624313101,Grandmaster,Hyami LFT,Defeat,23m 48s,Ekko,5 / 9 / 7,P/Kill 57%,124 (5.2) CS,Control Ward 8,Level13,Flash,Smite
1594,Ranked Solo,3624248547,Challenger,Hyami LFT,Victory,29m 10s,Ekko,8 / 6 / 8,P/Kill 73%,176 (6) CS,Control Ward 7,Level15,Flash,Smite
1595,Ranked Solo,3624224799,Grandmaster,Hyami LFT,Victory,23m 2s,Gragas,2 / 2 / 11,P/Kill 54%,133 (5.8) CS,Control Ward 5,Level12,Flash,Smite
1596,Ranked Solo,3622748287,Grandmaster,Hyami LFT,Victory,17m 26s,Lillia,6 / 1 / 8,P/Kill 67%,137 (7.9) CS,Control Ward 4,Level11,Flash,Smite
1597,Ranked Solo,3622749972,Grandmaster,Hyami LFT,Victory,28m 20s,Ekko,18 / 1 / 12,P/Kill 83%,186 (6.6) CS,Control Ward 5,Level16,Flash,Smite
1598,Ranked Solo,3622673991,Grandmaster,Hyami LFT,Victory,33m 28s,Gragas,3 / 6 / 12,P/Kill 52%,186 (5.6) CS,Control Ward 10,Level16,Flash,Smite
1599,Ranked Solo,3622618177,Grandmaster,Hyami LFT,Defeat,36m 56s,Ekko,10 / 8 / 7,P/Kill 81%,222 (6) CS,Control Ward 11,Level16,Flash,Smite
1600,Normal,3670572227,None,Ràsberry,Victory,17m 31s,Miss Fortune,10 / 0 / 7,P/Kill 65%,133 (7.6) CS,Control Ward 1,Level11,Heal,Flash
1601,ARAM,3670488923,None,Ràsberry,Defeat,25m 36s,Vladimir,14 / 9 / 27,P/Kill 80%,88 (3.4) CS,0,Level18,Ghost,Flash
1602,Ranked Solo,3648666619,Grandmaster,Ràsberry,Victory,25m 17s,Talon,11 / 3 / 5,P/Kill 59%,184 (7.3) CS,Control Ward 3,Level15,Ignite,Flash
1603,Ranked Solo,3648671811,Grandmaster,Ràsberry,Victory,21m 20s,Galio,1 / 6 / 6,P/Kill 20%,107 (5) CS,Control Ward 3,Level12,Exhaust,Flash
1604,Ranked Solo,3648578013,Grandmaster,Ràsberry,Defeat,25m 18s,Galio,0 / 4 / 8,P/Kill 57%,136 (5.4) CS,Control Ward 1,Level13,Teleport,Flash
1605,ARAM,3648579755,None,Ràsberry,Victory,16m 35s,Sylas,4 / 10 / 18,P/Kill 50%,24 (1.4) CS,0,Level15,Ghost,Flash
1606,Ranked Solo,3648509743,Challenger,Ràsberry,Victory,38m 7s,Braum,1 / 9 / 22,P/Kill 59%,31 (0.8) CS,Control Ward 12,Level15,Ignite,Flash
1607,Ranked Solo,3647542680,Challenger,Ràsberry,Victory,24m 10s,Maokai,2 / 5 / 8,P/Kill 31%,9 (0.4) CS,Control Ward 6,Level11,Ignite,Flash
1608,Ranked Solo,3647478917,Grandmaster,Ràsberry,Defeat,26m 46s,Talon,10 / 8 / 5,P/Kill 68%,166 (6.2) CS,Control Ward 4,Level14,Ignite,Flash
1609,Ranked Solo,3647495135,Grandmaster,Ràsberry,Victory,15m 58s,Talon,6 / 0 / 6,P/Kill 57%,121 (7.6) CS,Control Ward 3,Level11,Ignite,Flash
1610,Ranked Solo,3647471158,Grandmaster,Ràsberry,Defeat,26m 45s,Braum,1 / 6 / 2,P/Kill 25%,41 (1.5) CS,Control Ward 6,Level11,Ignite,Flash
1611,Ranked Solo,3647396319,Grandmaster,Ràsberry,Victory,29m 14s,Talon,16 / 4 / 5,P/Kill 57%,207 (7.1) CS,Control Ward 3,Level16,Ignite,Flash
1612,Ranked Solo,3647412364,Grandmaster,Ràsberry,Victory,15m 33s,Galio,2 / 1 / 5,P/Kill 33%,97 (6.2) CS,Control Ward 6,Level11,Exhaust,Flash
1613,Ranked Solo,3647319692,Grandmaster,Ràsberry,Defeat,23m 31s,Galio,2 / 7 / 10,P/Kill 50%,108 (4.6) CS,Control Ward 5,Level12,Ghost,Flash
1614,Ranked Solo,3647362815,Grandmaster,Ràsberry,Defeat,27m 16s,Talon,7 / 6 / 7,P/Kill 67%,182 (6.7) CS,Control Ward 5,Level14,Ignite,Flash
1615,Ranked Solo,3647298502,Grandmaster,Ràsberry,Victory,24m 9s,Talon,6 / 1 / 4,P/Kill 50%,187 (7.7) CS,Control Ward 4,Level14,Ignite,Flash
1616,Ranked Solo,3647253947,Grandmaster,Ràsberry,Victory,31m 29s,Braum,0 / 6 / 20,P/Kill 67%,36 (1.1) CS,Control Ward 8,Level14,Ignite,Flash
1617,Ranked Solo,3647229619,Grandmaster,Ràsberry,Defeat,20m 35s,Galio,4 / 4 / 5,P/Kill 69%,131 (6.4) CS,Control Ward 3,Level11,Ghost,Flash
1618,Ranked Solo,3647198493,Grandmaster,Ràsberry,Victory,10m 1s,Talon,0 / 0 / 1,P/Kill 17%,78 (7.8) CS,0,Level8,Ignite,Flash
1619,Ranked Solo,3647186915,Grandmaster,Ràsberry,Victory,19m 42s,Galio,3 / 3 / 8,P/Kill 39%,109 (5.5) CS,Control Ward 3,Level11,Teleport,Flash
1620,Ranked Solo,3647183855,Grandmaster,Ràsberry,Victory,24m 37s,Talon,7 / 3 / 13,P/Kill 67%,190 (7.7) CS,Control Ward 3,Level15,Ignite,Flash
1621,Ranked Solo,3647170546,Master,Ràsberry,Defeat,39m 36s,Galio,5 / 8 / 19,P/Kill 56%,211 (5.3) CS,Control Ward 7,Level17,Ghost,Flash
1622,Ranked Solo,3647122428,Grandmaster,Ràsberry,Victory,28m 38s,Talon,3 / 5 / 8,P/Kill 44%,210 (7.3) CS,Control Ward 4,Level16,Ignite,Flash
1623,Ranked Solo,3647037550,Grandmaster,Ràsberry,Defeat,18m 44s,Maokai,0 / 5 / 2,P/Kill 33%,15 (0.8) CS,Control Ward 2,Level8,Ignite,Flash
1624,Ranked Solo,3646886031,Grandmaster,Ràsberry,Defeat,32m 25s,Galio,8 / 3 / 6,P/Kill 78%,206 (6.4) CS,Control Ward 9,Level15,Ignite,Flash
1625,Ranked Solo,3646845454,Grandmaster,Ràsberry,Defeat,30m 36s,Galio,0 / 13 / 7,P/Kill 29%,140 (4.6) CS,Control Ward 1,Level14,Teleport,Flash
1626,Ranked Solo,3646775353,Grandmaster,Ràsberry,Victory,29m 36s,Fiddlesticks,2 / 4 / 17,P/Kill 58%,173 (5.8) CS,Control Ward 10,Level15,Smite,Flash
1627,Ranked Solo,3646736957,Grandmaster,Ràsberry,Victory,25m 22s,Galio,5 / 4 / 11,P/Kill 70%,178 (7) CS,Control Ward 4,Level14,Ghost,Flash
1628,Ranked Solo,3646638614,Grandmaster,Ràsberry,Defeat,27m 19s,Galio,1 / 3 / 4,P/Kill 50%,165 (6) CS,Control Ward 2,Level14,Ignite,Flash
1629,Ranked Solo,3646659809,Grandmaster,Ràsberry,Victory,20m 25s,Galio,2 / 0 / 9,P/Kill 58%,106 (5.2) CS,Control Ward 5,Level12,Ghost,Flash
1630,Ranked Solo,3645942719,Grandmaster,Ràsberry,Victory,15m 18s,Galio,3 / 1 / 8,P/Kill 50%,80 (5.2) CS,Control Ward 5,Level10,Teleport,Flash
1631,Ranked Solo,3645911138,Grandmaster,Ràsberry,Victory,18m 26s,Galio,7 / 2 / 11,P/Kill 56%,123 (6.7) CS,Control Ward 3,Level12,Ignite,Flash
1632,Ranked Solo,3645864843,Master,Ràsberry,Defeat,19m 54s,Galio,2 / 2 / 2,P/Kill 50%,99 (5) CS,Control Ward 2,Level11,Teleport,Flash
1633,Ranked Solo,3645830191,Grandmaster,Ràsberry,Victory,23m 18s,Talon,15 / 1 / 2,P/Kill 57%,177 (7.6) CS,Control Ward 5,Level15,Ignite,Flash
1634,Ranked Solo,3645775416,Grandmaster,Ràsberry,Defeat,34m 21s,Talon,11 / 5 / 7,P/Kill 55%,243 (7.1) CS,Control Ward 5,Level18,Ignite,Flash
1635,Ranked Solo,3644391263,Grandmaster,Ràsberry,Victory,28m 44s,Talon,14 / 8 / 7,P/Kill 55%,201 (7) CS,Control Ward 3,Level17,Ignite,Flash
1636,Ranked Solo,3644357300,Grandmaster,Ràsberry,Victory,25m 59s,Galio,4 / 2 / 10,P/Kill 61%,182 (7) CS,Control Ward 5,Level15,Ghost,Flash
1637,Ranked Solo,3644323517,Grandmaster,Ràsberry,Victory,27m 51s,Galio,2 / 4 / 6,P/Kill 23%,194 (7) CS,Control Ward 1,Level15,Ignite,Flash
1638,Ranked Solo,3644256372,Master,Ràsberry,Defeat,22m 5s,Galio,2 / 6 / 5,P/Kill 47%,121 (5.5) CS,Control Ward 1,Level12,Ghost,Flash
1639,Ranked Solo,3644179000,Master,Ràsberry,Victory,30m 44s,Nautilus,1 / 6 / 17,P/Kill 49%,26 (0.8) CS,Control Ward 6,Level14,Ignite,Flash
1640,Ranked Solo,3644050967,Grandmaster,Ràsberry,Victory,25m 38s,Galio,5 / 1 / 9,P/Kill 56%,130 (5.1) CS,Control Ward 6,Level14,Ghost,Flash
1641,Ranked Solo,3638127580,Grandmaster,Ràsberry,Victory,30m 3s,Galio,9 / 3 / 16,P/Kill 60%,160 (5.3) CS,Control Ward 7,Level16,Teleport,Flash
1642,Ranked Solo,3638100005,Grandmaster,Ràsberry,Victory,36m 55s,Talon,7 / 9 / 10,P/Kill 50%,251 (6.8) CS,Control Ward 5,Level17,Ignite,Flash
1643,Ranked Solo,3635733997,Grandmaster,Ràsberry,Victory,26m 11s,Talon,7 / 5 / 8,P/Kill 58%,143 (5.5) CS,Control Ward 5,Level15,Ignite,Flash
1644,Ranked Solo,3633222508,Challenger,Ràsberry,Victory,27m 26s,Galio,3 / 7 / 20,P/Kill 61%,81 (3) CS,Control Ward 4,Level13,Teleport,Flash
1645,Ranked Solo,3633113313,Grandmaster,Ràsberry,Victory,35m 8s,Galio,10 / 7 / 12,P/Kill 55%,172 (4.9) CS,Control Ward 9,Level17,Teleport,Flash
1646,Ranked Solo,3633077114,Grandmaster,Ràsberry,Defeat,26m 23s,Braum,0 / 8 / 8,P/Kill 44%,34 (1.3) CS,Control Ward 10,Level11,Ignite,Flash
1647,Ranked Solo,3633080589,Grandmaster,Ràsberry,Victory,15m 39s,Galio,2 / 0 / 10,P/Kill 75%,70 (4.5) CS,Control Ward 4,Level10,Ghost,Flash
1648,Ranked Solo,3633015268,Grandmaster,Ràsberry,Victory,24m 10s,Talon,9 / 1 / 2,P/Kill 39%,206 (8.5) CS,Control Ward 5,Level16,Ignite,Flash
1649,Ranked Solo,3632751784,Grandmaster,Ràsberry,Victory,29m 13s,Braum,0 / 12 / 25,P/Kill 71%,28 (1) CS,Control Ward 8,Level14,Ignite,Flash
1650,ARAM,3674776894,None,Pants are Dragon,Victory,25m 7s,Katarina,20 / 20 / 36,P/Kill 67%,70 (2.8) CS,0,Level18,Mark,Flash
1651,Tutorial 1,3672433416,None,Pants are Dragon,Victory,2m 6s,Miss Fortune,5 / 0 / 1,P/Kill 0%,10 (4.8) CS,0,Level13,Ghost,Heal
1652,Tutorial 1,3672452716,None,Pants are Dragon,Victory,2m 20s,Miss Fortune,5 / 1 / 3,P/Kill 0%,11 (4.7) CS,0,Level13,Ghost,Heal
1653,Tutorial 1,3672462355,None,Pants are Dragon,Victory,2m 9s,Miss Fortune,8 / 0 / 1,P/Kill 0%,11 (5.1) CS,0,Level13,Ghost,Heal
1654,Tutorial 1,3672412726,None,Pants are Dragon,Victory,2m 16s,Miss Fortune,6 / 0 / 3,P/Kill 0%,12 (5.3) CS,0,Level13,Ghost,Heal
1655,Tutorial 1,3672399150,None,Pants are Dragon,Victory,2m 12s,Miss Fortune,6 / 0 / 3,P/Kill 0%,13 (5.9) CS,0,Level13,Ghost,Heal
1656,Tutorial 1,3672369104,None,Pants are Dragon,Victory,2m 37s,Miss Fortune,7 / 1 / 1,P/Kill 0%,14 (5.4) CS,0,Level13,Ghost,Heal
1657,Tutorial 1,3672351999,None,Pants are Dragon,Victory,2m 11s,Miss Fortune,5 / 0 / 4,P/Kill 0%,13 (6) CS,0,Level13,Ghost,Heal
1658,Tutorial 1,3672342032,None,Pants are Dragon,Victory,2m 12s,Miss Fortune,5 / 0 / 3,P/Kill 0%,16 (7.3) CS,0,Level13,Ghost,Heal
1659,Tutorial 1,3672341721,None,Pants are Dragon,Victory,2m 15s,Miss Fortune,7 / 0 / 2,P/Kill 0%,17 (7.6) CS,0,Level13,Ghost,Heal
1660,Tutorial 1,3672351104,None,Pants are Dragon,Victory,2m 12s,Miss Fortune,6 / 0 / 3,P/Kill 0%,16 (7.3) CS,0,Level13,Ghost,Heal
1661,Tutorial 1,3672370444,None,Pants are Dragon,Victory,2m 28s,Miss Fortune,6 / 1 / 2,P/Kill 0%,11 (4.5) CS,0,Level13,Ghost,Heal
1662,Tutorial 1,3672360395,None,Pants are Dragon,Victory,2m 9s,Miss Fortune,5 / 0 / 4,P/Kill 0%,15 (7) CS,0,Level13,Ghost,Heal
1663,Tutorial 1,3672389780,None,Pants are Dragon,Victory,2m 12s,Miss Fortune,7 / 0 / 2,P/Kill 0%,12 (5.5) CS,0,Level13,Ghost,Heal
1664,Tutorial 1,3672329510,None,Pants are Dragon,Victory,2m 10s,Miss Fortune,7 / 0 / 2,P/Kill 0%,17 (7.8) CS,0,Level13,Ghost,Heal
1665,Tutorial 1,3672299461,None,Pants are Dragon,Victory,2m 12s,Miss Fortune,4 / 0 / 5,P/Kill 0%,18 (8.2) CS,0,Level13,Ghost,Heal
1666,Tutorial 1,3672298728,None,Pants are Dragon,Victory,2m 11s,Miss Fortune,8 / 0 / 1,P/Kill 0%,17 (7.8) CS,0,Level13,Ghost,Heal
1667,Tutorial 1,3672317572,None,Pants are Dragon,Victory,2m 19s,Miss Fortune,4 / 0 / 5,P/Kill 0%,15 (6.5) CS,0,Level13,Ghost,Heal
1668,Tutorial 1,3672286428,None,Pants are Dragon,Victory,2m 13s,Miss Fortune,6 / 0 / 3,P/Kill 0%,15 (6.8) CS,0,Level13,Ghost,Heal
1669,Tutorial 1,3672325645,None,Pants are Dragon,Victory,2m 13s,Miss Fortune,8 / 0 / 1,P/Kill 0%,14 (6.3) CS,0,Level13,Ghost,Heal
1670,Tutorial 1,3672266673,None,Pants are Dragon,Victory,2m 14s,Miss Fortune,6 / 0 / 3,P/Kill 0%,18 (8.1) CS,0,Level13,Ghost,Heal
1671,Tutorial 1,3672265855,None,Pants are Dragon,Victory,2m 22s,Miss Fortune,5 / 0 / 4,P/Kill 0%,21 (8.9) CS,0,Level13,Ghost,Heal
1672,Tutorial 1,3672324266,None,Pants are Dragon,Victory,2m 23s,Miss Fortune,4 / 1 / 4,P/Kill 0%,18 (7.6) CS,0,Level13,Ghost,Heal
1673,Tutorial 1,3672265293,None,Pants are Dragon,Victory,2m 12s,Miss Fortune,6 / 0 / 3,P/Kill 0%,13 (5.9) CS,0,Level13,Ghost,Heal
1674,Tutorial 1,3672292040,None,Pants are Dragon,Victory,2m 22s,Miss Fortune,7 / 1 / 2,P/Kill 0%,17 (7.2) CS,0,Level13,Ghost,Heal
1675,Tutorial 1,3672272084,None,Pants are Dragon,Victory,2m 16s,Miss Fortune,7 / 0 / 2,P/Kill 0%,18 (7.9) CS,0,Level13,Ghost,Heal
1676,Tutorial 1,3672281554,None,Pants are Dragon,Victory,2m 15s,Miss Fortune,8 / 0 / 1,P/Kill 0%,17 (7.6) CS,0,Level13,Ghost,Heal
1677,Tutorial 1,3672262067,None,Pants are Dragon,Victory,2m 18s,Miss Fortune,5 / 0 / 4,P/Kill 0%,21 (9.1) CS,0,Level13,Ghost,Heal
1678,Tutorial 1,3672261800,None,Pants are Dragon,Victory,2m 15s,Miss Fortune,7 / 0 / 2,P/Kill 0%,16 (7.1) CS,0,Level13,Ghost,Heal
1679,Tutorial 1,3672261543,None,Pants are Dragon,Victory,2m 13s,Miss Fortune,7 / 0 / 1,P/Kill 0%,14 (6.3) CS,0,Level13,Ghost,Heal
1680,Tutorial 1,3672229134,None,Pants are Dragon,Victory,2m 14s,Miss Fortune,6 / 0 / 2,P/Kill 0%,13 (5.8) CS,0,Level13,Ghost,Heal
1681,Tutorial 1,3672226746,None,Pants are Dragon,Victory,2m 14s,Miss Fortune,4 / 0 / 5,P/Kill 0%,19 (8.5) CS,0,Level13,Ghost,Heal
1682,Tutorial 1,3672206820,None,Pants are Dragon,Victory,2m 19s,Miss Fortune,5 / 0 / 4,P/Kill 0%,21 (9.1) CS,0,Level13,Ghost,Heal
